Filter,Channel,SNR (dB),RMSE (μV),NRMSE (%),Correlation,PRD (%)
SYM8 LVL:2 THR:0.5 soft,P7-O1,5.111925794912823,2.5103924403791693e-05,1.9466501399358376,0.8938661735408073,45.44884848882757
SYM8 LVL:2 THR:0.5 soft,FP1-F3,5.950281935106899,2.9498258505838244e-05,1.1814937036678026,0.9106818764716124,42.01605809908076
SYM8 LVL:2 THR:0.5 soft,F3-C3,8.650306200906758,1.675983801346427e-05,1.582685263438649,0.9455277269474787,32.96103501737883
SYM8 LVL:2 THR:1.0 hard,FP1-F7,5.332948414758204,3.124883979427016e-05,1.1332975534787886,0.9040233784690958,43.78269150692067
SYM8 LVL:2 THR:1.0 hard,F7-T7,4.691618386392643,2.50941137582552e-05,1.9651429064544843,0.8828113939950964,47.457737123351315
SYM8 LVL:2 THR:1.0 hard,T7-P7,4.1555202674367315,2.9464960485149044e-05,2.3042234411346296,0.8717989635081934,49.51786895354059
SYM8 LVL:2 THR:1.0 hard,P7-O1,5.112499441333402,2.5102372181807987e-05,1.9465297749644814,0.8938814404920198,45.44603830263422
SYM8 LVL:2 THR:1.0 hard,FP1-F3,5.9511875629875615,2.9495251845171516e-05,1.1813732778926302,0.9107032617400849,42.01177554018894
SYM8 LVL:2 THR:1.0 hard,F3-C3,8.650963580854969,1.6758581037662863e-05,1.582566563181774,0.9455367929747781,32.95856296345009
SYM8 LVL:2 THR:1.0 soft,FP1-F7,5.330244642475327,3.125835157988839e-05,1.1336425161539256,0.9039519660860994,43.7960184521175
SYM8 LVL:2 THR:1.0 soft,F7-T7,4.677739255531757,2.5133107466895884e-05,1.9681965392972216,0.8823849247175385,47.53148163538955
SYM8 LVL:2 THR:1.0 soft,T7-P7,4.146332604724961,2.949516883479391e-05,2.306585799210921,0.8714868163527704,49.56863613850835
SYM8 LVL:2 THR:1.0 soft,P7-O1,5.110828104219554,2.5106978451097057e-05,1.946886961937001,0.8938358704811764,45.454377621684515
SYM8 LVL:2 THR:1.0 soft,FP1-F3,5.948924400918614,2.9502795724306575e-05,1.181675432872306,0.9106495212183464,42.02252071906003
SYM8 LVL:2 THR:1.0 soft,F3-C3,8.648931401066038,1.6762480236865025e-05,1.5829347770697313,0.945508626576534,32.96623139326063
SYM8 LVL:2 THR:2.0 hard,FP1-F7,5.331588324513077,3.125365393542689e-05,1.1334721473015017,0.9039871454642467,43.78943659117096
SYM8 LVL:2 THR:2.0 hard,F7-T7,4.682443112795224,2.5120062047273173e-05,1.9671749406035892,0.8825271902457729,47.506810268188346
SYM8 LVL:2 THR:2.0 hard,T7-P7,4.149201264285859,2.9485875805562936e-05,2.3058590642877923,0.871582519550541,49.55301857119912
SYM8 LVL:2 THR:2.0 hard,P7-O1,5.1113198117374425,2.5105710860056773e-05,1.9467886682903082,0.8938481373433823,45.45208273933031
SYM8 LVL:2 THR:2.0 hard,FP1-F3,5.9499027132069395,2.9499550884226175e-05,1.181545467297435,0.9106725947023115,42.01789890759569
SYM8 LVL:2 THR:2.0 hard,F3-C3,8.649301004276168,1.676176838965978e-05,1.5828675550547777,0.9455137769519055,32.96483142622991
SYM8 LVL:2 THR:2.0 soft,FP1-F7,5.32806892438453,3.1266037406348915e-05,1.133921257008995,0.9038941542563916,43.80678704932342
SYM8 LVL:2 THR:2.0 soft,F7-T7,4.667394027145946,2.5162340784689737e-05,1.9704858270420746,0.8820643844817697,47.586767393813574
SYM8 LVL:2 THR:2.0 soft,T7-P7,4.139545042295524,2.9517634658355592e-05,2.3083426750533746,0.8712541259031116,49.60639148210101
SYM8 LVL:2 THR:2.0 soft,P7-O1,5.109643263692627,2.5110228720867277e-05,1.947138999745961,0.8938037592613497,45.46026200119261
SYM8 LVL:2 THR:2.0 soft,FP1-F3,5.947144924748251,2.9508749547289104e-05,1.1819139013352906,0.9106070424319043,42.03100108993671
SYM8 LVL:2 THR:2.0 soft,F3-C3,8.647590757541545,1.676505933702991e-05,1.5831783297711726,0.9454899730037084,32.97130362670226
SYM8 LVL:2 THR:3.0 hard,FP1-F7,5.330304567661712,3.1258193907190283e-05,1.1336367978589683,0.9039529849279626,43.795797537192485
SYM8 LVL:2 THR:3.0 hard,F7-T7,4.674956604023362,2.5141272056968393e-05,1.9688359157828652,0.8822946043945704,47.5469224265294
SYM8 LVL:2 THR:3.0 hard,T7-P7,4.144024384772155,2.9502869007292093e-05,2.3071879693030897,0.8714069273148733,49.581576801804914
SYM8 LVL:2 THR:3.0 hard,P7-O1,5.110627105782464,2.510767462701677e-05,1.946940945964746,0.8938285375365195,45.455637998085734
SYM8 LVL:2 THR:3.0 hard,FP1-F3,5.9486761859537705,2.950365011532368e-05,1.181709653794432,0.9106433624681953,42.02373767709188
SYM8 LVL:2 THR:3.0 hard,F3-C3,8.648251484754692,1.6763787304974922e-05,1.5830582077039763,0.9454991762383437,32.96880196212327
SYM8 LVL:2 THR:3.0 soft,FP1-F7,5.326563759242047,3.127135723793799e-05,1.1341141906399554,0.9038541254526581,43.814240655501024
SYM8 LVL:2 THR:3.0 soft,F7-T7,4.661508099136751,2.5178963615489813e-05,1.9717875760636439,0.8818820077449304,47.61820432527709
SYM8 LVL:2 THR:3.0 soft,T7-P7,4.135842130337165,2.9529885117960355e-05,2.309300687408429,0.8711271940912608,49.62697921218247
SYM8 LVL:2 THR:3.0 soft,P7-O1,5.108959896974097,2.5112058182969516e-05,1.9472808629303797,0.8937858255641722,45.46357411066854
SYM8 LVL:2 THR:3.0 soft,FP1-F3,5.946020796758889,2.9512514994926266e-05,1.1820647188038511,0.9105801628049827,42.03636443254423
SYM8 LVL:2 THR:3.0 soft,F3-C3,8.646976830013482,1.6766242326298498e-05,1.5832900432424302,0.9454814103785286,32.97363017369369
SYM8 LVL:2 THR:4.0 hard,FP1-F7,5.329042395526069,3.1262656460084845e-05,1.133798640676525,0.9039194073883576,43.80205001178041
SYM8 LVL:2 THR:4.0 hard,F7-T7,4.668742075830848,2.515891532453743e-05,1.9702175761373206,0.8821009092040567,47.580289197811084
SYM8 LVL:2 THR:4.0 hard,T7-P7,4.140043185285873,2.951615535492536e-05,2.3082269903355144,0.8712690282092797,49.60390541213198
SYM8 LVL:2 THR:4.0 hard,P7-O1,5.110202097239103,2.5108881730916464e-05,1.947034549217268,0.8938164824302819,45.45782337282496
SYM8 LVL:2 THR:4.0 hard,FP1-F3,5.947590280459796,2.9507278300980206e-05,1.1818549735090882,0.9106174903174759,42.02890550960337
SYM8 LVL:2 THR:4.0 hard,F3-C3,8.647657637573154,1.6764931382353045e-05,1.5831662466006016,0.9454908963100671,32.97105198234976
SYM8 LVL:2 THR:4.0 soft,FP1-F7,5.3254960384361585,3.1275134714365065e-05,1.1342511878795751,0.9038256879651594,43.81953327072034
SYM8 LVL:2 THR:4.0 soft,F7-T7,4.657960533307696,2.5188945277786246e-05,1.972569249130301,0.8817725487929577,47.63708154524515
SYM8 LVL:2 THR:4.0 soft,T7-P7,4.133718130416014,2.9536938523411093e-05,2.3098522789229543,0.871054024983838,49.6388329394923
SYM8 LVL:2 THR:4.0 soft,P7-O1,5.108474424285335,2.5113324082864533e-05,1.9473790254394816,0.893773524457005,45.46586593132595
SYM8 LVL:2 THR:4.0 soft,FP1-F3,5.945288568423088,2.95149708904769e-05,1.1821630847846554,0.9105626218249676,42.039862505154865
SYM8 LVL:2 THR:4.0 soft,F3-C3,8.646648213862383,1.6766876622225133e-05,1.5833499418413868,0.9454768157900904,32.97487762311607
SYM8 LVL:3 THR:0.5 hard,FP1-F7,5.263483198933958,3.1437509712318276e-05,1.140140020525459,0.9027757331325343,44.04703657934321
SYM8 LVL:3 THR:0.5 hard,F7-T7,4.71561140722829,2.503248076249167e-05,1.9603163704151951,0.8834680823343192,47.341177417786575
SYM8 LVL:3 THR:0.5 hard,T7-P7,3.8390334926759495,3.023160689832967e-05,2.3641768436583814,0.8644577110776288,50.80627036309667
SYM8 LVL:3 THR:0.5 hard,P7-O1,4.703691814132625,2.6022984506294385e-05,2.017917422627148,0.8852439663367863,47.11274066277238
SYM8 LVL:3 THR:0.5 hard,FP1-F3,5.72851525967435,3.0098323512846224e-05,1.2055281064930061,0.9067372050611244,42.87076503687109
SYM8 LVL:3 THR:0.5 hard,F3-C3,8.06657836649359,1.777399218285497e-05,1.6784550947138714,0.9383669548799409,34.95553944298563
SYM8 LVL:3 THR:0.5 soft,FP1-F7,5.256387893949186,3.1443332248971835e-05,1.1403511856947248,0.9027914047050231,44.05519452465474
SYM8 LVL:3 THR:0.5 soft,F7-T7,4.678853737305378,2.5051792348251678e-05,1.9618286782868442,0.8834961989956799,47.37769929575615
SYM8 LVL:3 THR:0.5 soft,T7-P7,3.8124853626367967,3.0245317393498798e-05,2.365249033942641,0.8645037856331791,50.82931178218887
SYM8 LVL:3 THR:0.5 soft,P7-O1,4.696666907259527,2.602811627939012e-05,2.0183153590873704,0.8852359400577876,47.122031368645914
SYM8 LVL:3 THR:0.5 soft,FP1-F3,5.722137606791426,3.010382883930649e-05,1.2057486113254576,0.9067393809025409,42.87860658847873
SYM8 LVL:3 THR:0.5 soft,F3-C3,8.060394510889944,1.7778966105749764e-05,1.67892479820747,0.9383510260786946,34.96532149735736
SYM8 LVL:3 THR:1.0 hard,FP1-F7,5.262659363826692,3.1439192663795415e-05,1.1402010559048275,0.9027668045531029,44.04939455953799
SYM8 LVL:3 THR:1.0 hard,F7-T7,4.7116728526302145,2.50382906822984e-05,1.9607713505274738,0.8834193876838039,47.35216508005479
SYM8 LVL:3 THR:1.0 hard,T7-P7,3.8364865867853206,3.0235745970496702e-05,2.364500528026349,0.8644245397223387,50.81322635522365
SYM8 LVL:3 THR:1.0 hard,P7-O1,4.702716270063179,2.6024579246308725e-05,2.0180410846021504,0.8852310145169425,47.11562782480032
SYM8 LVL:3 THR:1.0 hard,FP1-F3,5.727707404794105,3.009998152580815e-05,1.2055945148836822,0.9067279323799282,42.87312663963905
SYM8 LVL:3 THR:1.0 hard,F3-C3,8.06553548416819,1.7775519244428394e-05,1.678599300036541,0.9383569044792512,34.95854266592578
SYM8 LVL:3 THR:1.0 soft,FP1-F7,5.248339364260142,3.145491919652313e-05,1.1407714079941325,0.9027562244083764,44.07142897538908
SYM8 LVL:3 THR:1.0 soft,F7-T7,4.638936627556285,2.5088036454325423e-05,1.9646669872479716,0.8833229490654072,47.44624378690212
SYM8 LVL:3 THR:1.0 soft,T7-P7,3.7844285021637347,3.0271139788762494e-05,2.3672684009295013,0.8644057728643487,50.872708072687146
SYM8 LVL:3 THR:1.0 soft,P7-O1,4.688776758135743,2.6038125488035748e-05,2.019091509744027,0.8851701091178401,47.14015232057005
SYM8 LVL:3 THR:1.0 soft,FP1-F3,5.714683649633571,3.011515205774115e-05,1.206202140176429,0.9066934963684969,42.89473489664733
SYM8 LVL:3 THR:1.0 soft,F3-C3,8.051977552289834,1.778971674733711e-05,1.6799400157769435,0.9382868282987137,34.98646443880674
SYM8 LVL:3 THR:2.0 hard,FP1-F7,5.259086821152737,3.144781541791893e-05,1.1405137761919408,0.9027139611783357,44.06147588435566
SYM8 LVL:3 THR:2.0 hard,F7-T7,4.6983682656365024,2.5060821161656865e-05,1.9625357328888846,0.8832150234105549,47.39477449742484
SYM8 LVL:3 THR:2.0 hard,T7-P7,3.8275105432123393,3.0252331068722548e-05,2.36579751846775,0.8642811775395899,50.8410987401516
SYM8 LVL:3 THR:2.0 hard,P7-O1,4.698817798670747,2.6032228486476295e-05,2.0186342346691712,0.8851621229593515,47.12947622363385
SYM8 LVL:3 THR:2.0 hard,FP1-F3,5.724097051911764,3.0108664888371804e-05,1.2059423095914135,0.9066738460487989,42.88549484998264
SYM8 LVL:3 THR:2.0 hard,F3-C3,8.060394746739707,1.778398341120092e-05,1.679398598455022,0.9382973406103989,34.975188870809035
SYM8 LVL:3 THR:2.0 soft,FP1-F7,5.231809726428459,3.148540021111808e-05,1.1418768589323252,0.9026127332019457,44.11413586843261
SYM8 LVL:3 THR:2.0 soft,F7-T7,4.558289238014414,2.5183659423668257e-05,1.9721553090794752,0.8826713338714556,47.627084990769454
SYM8 LVL:3 THR:2.0 soft,T7-P7,3.728959149965982,3.033885614672524e-05,2.372563966129552,0.8639954489630176,50.98651001521141
SYM8 LVL:3 THR:2.0 soft,P7-O1,4.672882356940031,2.6063975031475258e-05,2.0210959779118087,0.8849610942266553,47.18695105866338
SYM8 LVL:3 THR:2.0 soft,FP1-F3,5.699071077914919,3.0145390515289377e-05,1.2074132810712308,0.9065325785609233,42.9378052626122
SYM8 LVL:3 THR:2.0 soft,F3-C3,8.032785193760693,1.7819007451406866e-05,1.6827060309168096,0.9380891355609415,35.04406952554751
SYM8 LVL:3 THR:3.0 hard,FP1-F7,5.253909784008693,3.146095598530928e-05,1.1409903434172477,0.902630479415229,44.07988710896641
SYM8 LVL:3 THR:3.0 hard,F7-T7,4.6818604728431845,2.5090511409187024e-05,1.964860803217602,0.8829373954209515,47.45092439679915
SYM8 LVL:3 THR:3.0 hard,T7-P7,3.816982295745075,3.0273210034443847e-05,2.3674302986055658,0.8640940436585295,50.87618726127804
SYM8 LVL:3 THR:3.0 hard,P7-O1,4.693313475010521,2.6043800889919113e-05,2.019531601169285,0.8850544605891174,47.15042722724048
SYM8 LVL:3 THR:3.0 hard,FP1-F3,5.718594456136403,3.0122604201394775e-05,1.2065006208750046,0.9065843835378647,42.90534941142119
SYM8 LVL:3 THR:3.0 hard,F3-C3,8.051668959919505,1.7798974515723222e-05,1.6808142565413984,0.9381895105650231,35.00467139448927
SYM8 LVL:3 THR:3.0 soft,FP1-F7,5.2158866159712405,3.151883296681774e-05,1.1430893602760526,0.9024309280285512,44.16097844046606
SYM8 LVL:3 THR:3.0 soft,F7-T7,4.477817839009362,2.5298519813634984e-05,1.9811501308432629,0.8817518541081516,47.84430781224221
SYM8 LVL:3 THR:3.0 soft,T7-P7,3.674592185175334,3.04199902778707e-05,2.3789088301233687,0.8633979798757316,51.12286143763212
SYM8 LVL:3 THR:3.0 soft,P7-O1,4.657931409913652,2.609170605770998e-05,2.023246343138858,0.8847182940660272,47.2371560859535
SYM8 LVL:3 THR:3.0 soft,FP1-F3,5.684048063654716,3.0178220250379903e-05,1.2087282104015458,0.9063404297665284,42.98456653350784
SYM8 LVL:3 THR:3.0 soft,F3-C3,8.01383768744141,1.7850412133841737e-05,1.685671675814613,0.9378669558073521,35.105832105628174
SYM8 LVL:3 THR:4.0 hard,FP1-F7,5.247935711348768,3.1476322749076496e-05,1.1415476478130884,0.9025319367711778,44.10141745319388
SYM8 LVL:3 THR:4.0 hard,F7-T7,4.662342721853811,2.512658822649898e-05,1.9676860116434114,0.8825953280383829,47.519152513110875
SYM8 LVL:3 THR:4.0 hard,T7-P7,3.805322237587979,3.029721367357246e-05,2.3693074349411316,0.8638749529084249,50.916527008462765
SYM8 LVL:3 THR:4.0 hard,P7-O1,4.687289800629878,2.6056633606502374e-05,2.0205266969611126,0.8849343133348903,47.173659937087415
SYM8 LVL:3 THR:4.0 hard,FP1-F3,5.7122213216849556,3.013913067636921e-05,1.2071625557523553,0.9064769226143452,42.928889015718894
SYM8 LVL:3 THR:4.0 hard,F3-C3,8.041336505348978,1.7817007044191015e-05,1.6825171260467948,0.9380587193932807,35.04013538893845
SYM8 LVL:3 THR:4.0 soft,FP1-F7,5.20090413218003,3.155242013414027e-05,1.1443074616457518,0.9022368956161847,44.20803735833805
SYM8 LVL:3 THR:4.0 soft,F7-T7,4.398043422744597,2.5426457838163767e-05,1.991169074081927,0.8806376526370162,48.08626292548745
SYM8 LVL:3 THR:4.0 soft,T7-P7,3.62098747929857,3.051137679768431e-05,2.3860554530168345,0.8626541665255852,51.27644269610797
SYM8 LVL:3 THR:4.0 soft,P7-O1,4.644090119789965,2.6119218050034516e-05,2.0253797236751847,0.8844684181572767,47.28696456811236
SYM8 LVL:3 THR:4.0 soft,FP1-F3,5.670082798299254,3.021049051616332e-05,1.2100207313085425,0.9061441425491819,43.030530920244786
SYM8 LVL:3 THR:4.0 soft,F3-C3,7.996692308584311,1.7879794307665072e-05,1.6884463287367133,0.9376552321220413,35.163617082994875
SYM8 LVL:4 THR:0.5 hard,FP1-F7,5.168506083586672,3.170340364819444e-05,1.1497831608467377,0.9009728876112284,44.41958007998741
SYM8 LVL:4 THR:0.5 hard,F7-T7,5.985399245867579,2.235231702489691e-05,1.7504303067825144,0.9086414961911694,42.272478545547365
SYM8 LVL:4 THR:0.5 hard,T7-P7,4.065371640089967,2.9675020783163195e-05,2.320650609363139,0.8698395448172649,49.87088956304214
SYM8 LVL:4 THR:0.5 hard,P7-O1,4.064849290140767,2.7475842826289077e-05,2.1305773719814187,0.8708286187663352,49.743036093840445
SYM8 LVL:4 THR:0.5 hard,FP1-F3,5.533140539845229,3.063512693265621e-05,1.2270286930611023,0.9031150017898382,43.635364874860095
SYM8 LVL:4 THR:0.5 hard,F3-C3,7.09770098084512,1.9550011062071395e-05,1.8461702543393104,0.9246534861536478,38.44837871877994
SYM8 LVL:4 THR:0.5 soft,FP1-F7,5.15626210857231,3.171110582092704e-05,1.1500624945299016,0.9010250245212227,44.43037157992483
SYM8 LVL:4 THR:0.5 soft,F7-T7,5.925724199925582,2.2379888248978775e-05,1.7525894344547925,0.908763746540149,42.32462096895595
SYM8 LVL:4 THR:0.5 soft,T7-P7,4.019825618516516,2.969277741617796e-05,2.322039216351052,0.8700004862946845,49.90073079181707
SYM8 LVL:4 THR:0.5 soft,P7-O1,4.0509946997736535,2.7482269239864302e-05,2.1310756996008093,0.8708600124078606,49.75467065313122
SYM8 LVL:4 THR:0.5 soft,FP1-F3,5.52173783519417,3.064245926764764e-05,1.2273223750635105,0.9031435691946692,43.64580873929842
SYM8 LVL:4 THR:0.5 soft,F3-C3,7.085935930623645,1.9556309876076784e-05,1.84676507155028,0.92465405877523,38.460766393937234
SYM8 LVL:4 THR:1.0 hard,FP1-F7,5.167549295599912,3.1705424943893864e-05,1.1498564669114137,0.9009616985443109,44.42241211364481
SYM8 LVL:4 THR:1.0 hard,F7-T7,5.980356767884929,2.236005794565756e-05,1.751036505338429,0.9085835275917712,42.28711809751922
SYM8 LVL:4 THR:1.0 hard,T7-P7,4.062406565265533,2.96800254871121e-05,2.3210419880028903,0.8697995299761345,49.879300308219214
SYM8 LVL:4 THR:1.0 hard,P7-O1,4.063775403111432,2.7477601716514733e-05,2.130713762764343,0.8708132315723608,49.74622043801264
SYM8 LVL:4 THR:1.0 hard,FP1-F3,5.53220926660344,3.0637117252490416e-05,1.2271084113384347,0.9031033000996906,43.63819980132781
SYM8 LVL:4 THR:1.0 hard,F3-C3,7.096652150482926,1.9551609337255715e-05,1.8463211845916858,0.9246416998889897,38.45152199524093
SYM8 LVL:4 THR:1.0 soft,FP1-F7,5.14236318333544,3.172840930293351e-05,1.1506900376308198,0.9009930093587251,44.45461545648705
SYM8 LVL:4 THR:1.0 soft,F7-T7,5.857317399491826,2.2439365803997577e-05,1.7572471759659865,0.9085735785193659,42.43710432652793
SYM8 LVL:4 THR:1.0 soft,T7-P7,3.9709696611110434,2.973129789632387e-05,2.3250516009548154,0.8699321446822039,49.965467077102566
SYM8 LVL:4 THR:1.0 soft,P7-O1,4.035858781955907,2.7496537684269788e-05,2.1321821269805223,0.8707929298209529,49.78050264487583
SYM8 LVL:4 THR:1.0 soft,FP1-F3,5.508542740118091,3.0659366306488294e-05,1.2279995526648237,0.9030923840013207,43.66989040249463
SYM8 LVL:4 THR:1.0 soft,F3-C3,7.071150460640693,1.9571496566526538e-05,1.8481991994431581,0.9245724022320587,38.490633570177856
SYM8 LVL:4 THR:2.0 hard,FP1-F7,5.162867781989906,3.17171018422876e-05,1.1502799514461668,0.9008877743547314,44.43877259433774
SYM8 LVL:4 THR:2.0 hard,F7-T7,5.9598691991680885,2.2396264493885795e-05,1.7538718731104634,0.9082886683477209,42.355591559643145
SYM8 LVL:4 THR:2.0 hard,T7-P7,4.050406246081821,2.9703583109411647e-05,2.3228842448607394,0.8695946379147272,49.91889049380504
SYM8 LVL:4 THR:2.0 hard,P7-O1,4.05892689780968,2.748740281499083e-05,2.1314737757970916,0.8707175067425772,49.76396462145182
SYM8 LVL:4 THR:2.0 hard,FP1-F3,5.527621709966899,3.064848330406634e-05,1.2275636557851486,0.903029934425144,43.654389119191315
SYM8 LVL:4 THR:2.0 hard,F3-C3,7.091055015576001,1.956142386107779e-05,1.8472480015578392,0.9245641533575225,38.4708239039538
SYM8 LVL:4 THR:2.0 soft,FP1-F7,5.112755285794969,3.177876885107986e-05,1.1525164207248577,0.9007803202153449,44.5251741260388
SYM8 LVL:4 THR:2.0 soft,F7-T7,5.710305447714971,2.2610271850833645e-05,1.770630984170793,0.907646125920773,42.76032013409433
SYM8 LVL:4 THR:2.0 soft,T7-P7,3.8707551493949834,2.9842545399339044e-05,2.333751395558119,0.8693906004084585,50.15242606788386
SYM8 LVL:4 THR:2.0 soft,P7-O1,4.004603620895152,2.7537725339245847e-05,2.1353759684306928,0.8704894425305562,49.85506993007425
SYM8 LVL:4 THR:2.0 soft,FP1-F3,5.479924867290392,3.070939554933817e-05,1.2300033738536136,0.9028470125734251,43.74114991680858
SYM8 LVL:4 THR:2.0 soft,F3-C3,7.036918293460888,1.9617780905760997e-05,1.8525699780613956,0.9242563278499802,38.58165949328271
SYM8 LVL:4 THR:3.0 hard,FP1-F7,5.155115538177499,3.173742848821425e-05,1.1510171352344531,0.9007546706530918,44.4672522202642
SYM8 LVL:4 THR:3.0 hard,F7-T7,5.929477971754318,2.2453327173055846e-05,1.7583405034942494,0.9078085936558543,42.46350792814672
SYM8 LVL:4 THR:3.0 hard,T7-P7,4.0334552748360775,2.973974531839455e-05,2.325712207574744,0.8692673652475295,49.97966354409943
SYM8 LVL:4 THR:3.0 hard,P7-O1,4.051063641920488,2.7504442509559444e-05,2.132795096052958,0.8705460313290394,49.79481376217931
SYM8 LVL:4 THR:3.0 hard,FP1-F3,5.519641711390088,3.0669293978570735e-05,1.2283971856998437,0.9028917830493352,43.68403095411133
SYM8 LVL:4 THR:3.0 hard,F3-C3,7.080726246307137,1.958033430295333e-05,1.8490337752423753,0.9244118518091958,38.508014462499354
SYM8 LVL:4 THR:3.0 soft,FP1-F7,5.082845784176353,3.183922898264108e-05,1.1547091203461057,0.9004620036973782,44.609884704288746
SYM8 LVL:4 THR:3.0 soft,F7-T7,5.557340659278291,2.2823012795656964e-05,1.7872909213440848,0.9062418660524625,43.16265368259341
SYM8 LVL:4 THR:3.0 soft,T7-P7,3.769795815772291,2.998213543192394e-05,2.3446676370848296,0.868493670144161,50.38701660616892
SYM8 LVL:4 THR:3.0 soft,P7-O1,3.9737971033290376,2.758664408003474e-05,2.139169306558647,0.8700720679643313,49.94363378975679
SYM8 LVL:4 THR:3.0 soft,FP1-F3,5.450761598617855,3.076967002038635e-05,1.2324175471520553,0.9025026601133992,43.82700229609229
SYM8 LVL:4 THR:3.0 soft,F3-C3,7.000420582297239,1.967463961586747e-05,1.8579393284400418,0.9238323076383578,38.69348169188372
SYM8 LVL:4 THR:4.0 hard,FP1-F7,5.1449621729909225,3.1764483490489665e-05,1.1519983354354832,0.9005755667966762,44.50515893379796
SYM8 LVL:4 THR:4.0 hard,F7-T7,5.891465919668814,2.2526125249098244e-05,1.7640413871403668,0.9071885880424881,42.60118292193961
SYM8 LVL:4 THR:4.0 hard,T7-P7,4.0127596334605435,2.9785701914554353e-05,2.329306112484257,0.8688436059442082,50.056896727810596
SYM8 LVL:4 THR:4.0 hard,P7-O1,4.041031144130442,2.752651891856174e-05,2.134506981572622,0.8703223076710439,49.83478151191373
SYM8 LVL:4 THR:4.0 hard,FP1-F3,5.508999772344721,3.069764924268014e-05,1.2295328990506664,0.9027013264419593,43.72441897986545
SYM8 LVL:4 THR:4.0 hard,F3-C3,7.066731962142386,1.960637157467202e-05,1.8514925583294324,0.9242005374339702,38.55922112835062
SYM8 LVL:4 THR:4.0 soft,FP1-F7,5.053790034519268,3.190327721479655e-05,1.1570319491386085,0.9000946960618718,44.699622563629724
SYM8 LVL:4 THR:4.0 soft,F7-T7,5.403145618334606,2.306043293729007e-05,1.8058835088996517,0.9045171588757475,43.61166028143
SYM8 LVL:4 THR:4.0 soft,T7-P7,3.669412062008317,3.0139963127330284e-05,2.3570101031675126,0.8673484710078104,50.652256776516666
SYM8 LVL:4 THR:4.0 soft,P7-O1,3.944264037144401,2.7638192654557172e-05,2.1431665716154376,0.8696048545732936,50.0369587741537
SYM8 LVL:4 THR:4.0 soft,FP1-F3,5.422449764702298,3.083308002214692e-05,1.2349573078574154,0.9021179495859589,43.91732079125049
SYM8 LVL:4 THR:4.0 soft,F3-C3,6.964111279277441,1.9735189159205697e-05,1.8636572160396931,0.9233632103420353,38.812562533634946
SYM8 LVL:5 THR:0.5 hard,FP1-F7,3.8862533342241887,3.536293232350092e-05,1.2825028049011953,0.8742347949644704,49.546938922956436
SYM8 LVL:5 THR:0.5 hard,F7-T7,4.3474947700621644,2.5830344914667176e-05,2.0227978389407064,0.8752753352257512,48.85009012770982
SYM8 LVL:5 THR:0.5 hard,T7-P7,3.2272062972257842,3.174365522462224e-05,2.4824222829939533,0.8491575319949599,53.34737035576469
SYM8 LVL:5 THR:0.5 hard,P7-O1,2.7701341143429614,3.0468777989523915e-05,2.3626605140677612,0.8377892746931503,55.16152981549136
SYM8 LVL:5 THR:0.5 hard,FP1-F3,4.042997807061824,3.4847735249336126e-05,1.3957562876474356,0.871888449190859,49.63562403413429
SYM8 LVL:5 THR:0.5 hard,F3-C3,3.9521831069337705,2.5936488921580753e-05,2.449265844249095,0.8620408712690045,51.00845956179825
SYM8 LVL:5 THR:0.5 soft,FP1-F7,3.8688416607638736,3.5370769338379924e-05,1.2827870288867071,0.8743421983535693,49.55791934997521
SYM8 LVL:5 THR:0.5 soft,F7-T7,4.27156302304444,2.585774714666348e-05,2.0249437326888304,0.8755136449973073,48.90191295497527
SYM8 LVL:5 THR:0.5 soft,T7-P7,3.166223472039161,3.176254542470775e-05,2.4838995373709514,0.8494383645812625,53.37911662105537
SYM8 LVL:5 THR:0.5 soft,P7-O1,2.7473864866256834,3.047521480345257e-05,2.363159648168606,0.8378959776352803,55.17318320387354
SYM8 LVL:5 THR:0.5 soft,FP1-F3,4.02636880309656,3.4855075191020054e-05,1.3960502743206873,0.8719619910934929,49.64607873322017
SYM8 LVL:5 THR:0.5 soft,F3-C3,3.932788587209673,2.5941973316678974e-05,2.4497837532702835,0.8620902622890677,51.01924554545373
SYM8 LVL:5 THR:1.0 hard,FP1-F7,3.88534012684645,3.536484131208245e-05,1.2825720379384316,0.8742227654382602,49.549613603319145
SYM8 LVL:5 THR:1.0 hard,F7-T7,4.342810475388758,2.583752965293393e-05,2.023360482338901,0.8752110385111784,48.86367783290827
SYM8 LVL:5 THR:1.0 hard,T7-P7,3.2242416193618495,3.1748563820783154e-05,2.48280614579746,0.8491147287013074,53.3556195852712
SYM8 LVL:5 THR:1.0 hard,P7-O1,2.7690883403946747,3.047041938322841e-05,2.3627877937405786,0.8377729182582637,55.16450144066781
SYM8 LVL:5 THR:1.0 hard,FP1-F3,4.042137469493403,3.4849541503150586e-05,1.3958286335287557,0.8718761300541379,49.63819678483397
SYM8 LVL:5 THR:1.0 hard,F3-C3,3.9513609570199226,2.5937735233359715e-05,2.4493835374681243,0.8620280135412848,51.01091064313662
SYM8 LVL:5 THR:1.0 soft,FP1-F7,3.850071811589211,3.538911052595568e-05,1.2834522063187126,0.8743434177235212,49.58361715388687
SYM8 LVL:5 THR:1.0 soft,F7-T7,4.18868143621871,2.591889283107898e-05,2.029732106932567,0.8753643007098644,49.0175510621893
